,,pk,bk,ctend,bk1,Y
TDV Control2,2015-06-28,-5.0,0.047361791133880615,-424.70000000000005,0.0,1.0
TDV 45RDI-PB1,2015-06-28,-1.0,0.5476029515266418,-520.0,0.0,2.0
TDV 45RDI-PB2,2015-06-28,-1.0,0.6762041449546814,-496.9,0.0,1.0
TDV 45RDI-CC1,2015-06-28,-1.0,0.67226642370224,-640.4066666666666,0.0,2.0
TDV 45RDI-CC2,2015-06-28,-1.0,0.67623370885849,-457.4,0.0,1.0
TDV Control1,2015-06-29,1.0,1.0236503779888153,-521.0,1.0,0.0
TDV Control2,2015-06-29,1.0,1.0236808955669403,-410.9,1.0,0.0
TDV 45RDI-PB1,2015-06-29,-2.0,0.2738014757633209,-245.89999999999986,0.0,2.0
TDV 45RDI-PB2,2015-06-29,-2.0,0.3381020724773407,-135.5,0.0,1.0
TDV 45RDI-CC1,2015-06-29,-2.0,0.33613321185112,-256.4,0.0,1.0
TDV 45RDI-CC2,2015-06-29,-2.0,0.338116854429245,-133.8,0.0,1.0
TDV Control1,2015-06-30,2.0,1.5118251889944077,288.9,1.0,0.0
TDV Control2,2015-06-30,2.0,1.5118404477834702,187.5,1.0,0.0
TDV 45RDI-PB1,2015-06-30,-3.0,0.13690073788166046,-344.20000000000005,0.0,0.0
TDV 45RDI-PB2,2015-06-30,-3.0,0.16905103623867035,-204.2,0.0,2.0
TDV 45RDI-CC1,2015-06-30,-3.0,0.16806660592556,-350.9999999999999,0.0,2.0
TDV 45RDI-CC2,2015-06-30,-3.0,0.1690584272146225,-172.2,0.0,0.0
TDV Control1,2015-07-01,3.0,1.7559125944972038,465.2,1.0,0.0
TDV Control2,2015-07-01,3.0,1.755920223891735,322.9,1.0,0.0
TDV 45RDI-PB1,2015-07-01,1.0,1.0684503689408302,505.90000000000003,1.0,1.0
TDV 45RDI-PB2,2015-07-01,1.0,1.0845255181193352,480.1,1.0,0.0
TDV 45RDI-CC1,2015-07-01,1.0,1.08403330296278,542.4000000000001,1.0,0.0
TDV 45RDI-CC2,2015-07-01,1.0,1.0845292136073112,452.0,1.0,1.0
TDV Control1,2015-07-03,-1.0,0.938978148624301,386.09999999999997,0.0,1.0
TDV Control2,2015-07-03,-1.0,0.9389800559729338,219.3,0.0,1.0
TDV 45RDI-PB1,2015-07-03,1.0,1.2671125922352076,336.5,1.0,2.0
TDV 45RDI-PB2,2015-07-03,1.0,1.2711313795298338,399.4,1.0,0.0
TDV 45RDI-CC1,2015-07-03,1.0,1.271008325740695,307.3,1.0,0.0
TDV 45RDI-CC2,2015-07-03,1.0,1.2711323034018278,163.5,1.0,1.0
TDV Control1,2015-07-04,-2.0,0.4694890743121505,-64.1,0.0,1.0
TDV Control2,2015-07-04,-2.0,0.4694900279864669,-33.699999999999996,0.0,1.0
TDV 45RDI-PB1,2015-07-04,-1.0,0.6335562961176038,-605.5,0.0,2.0
TDV 45RDI-PB2,2015-07-04,-1.0,0.6355656897649169,-501.5,0.0,1.0
TDV 45RDI-CC1,2015-07-04,-1.0,0.6355041628703475,-612.2,0.0,1.0
TDV 45RDI-CC2,2015-07-04,-1.0,0.6355661517009139,-440.3,0.0,1.0
TDV Control1,2015-07-18,2.0,1.6387005303390083,71.20000000000002,1.0,0.0
TDV Control2,2015-07-18,2.0,1.701200530397216,60.3,1.0,0.0
TDV 45RDI-PB1,2015-07-18,1.0,1.0559468723325267,6.400000000000091,1.0,1.0
TDV 45RDI-PB2,2015-07-18,1.0,1.133827854351182,-96.80000000000018,1.0,2.0
TDV 45RDI-CC1,2015-07-18,1.0,1.1968161318458783,73.20000000000005,1.0,2.0
TDV 45RDI-CC2,2015-07-18,1.0,1.1338278543793763,185.88,1.0,1.0
TDV Control1,2015-07-19,3.0,1.8193502651695042,147.8,1.0,0.0
TDV Control2,2015-07-19,3.0,1.850600265198608,140.0,1.0,0.0
TDV 45RDI-PB1,2015-07-19,-1.0,0.5279734361662634,-402.60000000000014,0.0,2.0
TDV 45RDI-PB2,2015-07-19,-1.0,0.566913927175591,-256.89999999999986,0.0,2.0
TDV 45RDI-CC1,2015-07-19,-1.0,0.5984080659229392,-270.20000000000005,0.0,1.0
TDV 45RDI-CC2,2015-07-19,-1.0,0.5669139271896881,-574.2933333333334,0.0,2.0
TDV Control1,2015-07-20,-1.0,0.9096751325847521,128.3,0.0,1.0
TDV Control2,2015-07-20,-1.0,0.925300132599304,139.2,0.0,0.0
TDV 45RDI-PB1,2015-07-20,-2.0,0.2639867180831317,-241.89999999999986,0.0,2.0
TDV 45RDI-PB2,2015-07-20,-2.0,0.2834569635877955,-112.29999999999995,0.0,1.0
TDV 45RDI-CC1,2015-07-20,-2.0,0.2992040329614696,-342.81999999999994,0.0,2.0
TDV 45RDI-CC2,2015-07-20,-2.0,0.28345696359484407,-257.4133333333332,0.0,1.0
TDV Control1,2015-07-21,-2.0,0.45483756629237604,-16.299999999999983,0.0,1.0
TDV Control2,2015-07-21,-2.0,0.462650066299652,-8.9,0.0,1.0
TDV 45RDI-PB1,2015-07-21,1.0,1.1319933590415658,438.0,1.0,1.0
TDV 45RDI-PB2,2015-07-21,1.0,1.1417284817938977,292.70000000000005,1.0,2.0
TDV 45RDI-CC1,2015-07-21,1.0,1.1496020164807348,193.29999999999995,1.0,2.0
TDV 45RDI-CC2,2015-07-21,1.0,1.141728481797422,472.9066666666665,1.0,2.0
TDV Control1,2015-07-22,-3.0,0.22741878314618802,-20.799999999999983,0.0,1.0
TDV Control2,2015-07-22,1.0,1.231325033149826,-3.0999999999999996,1.0,0.0
TDV 45RDI-PB1,2015-07-22,-1.0,0.5659966795207829,-400.5999999999999,0.0,2.0
TDV 45RDI-PB2,2015-07-22,-1.0,0.5708642408969489,-293.9000000000001,0.0,2.0
TDV 45RDI-CC1,2015-07-22,-1.0,0.5748010082403674,-274.5999999999999,0.0,1.0
TDV 45RDI-CC2,2015-07-22,-1.0,0.570864240898711,-466.30666666666684,0.0,1.0
TDV Control1,2015-07-23,-4.0,0.11370939157309401,-70.69999999999999,0.0,1.0
TDV Control2,2015-07-23,-1.0,0.615662516574913,-34.1,0.0,1.0
TDV 45RDI-PB1,2015-07-23,-2.0,0.28299833976039146,-215.79999999999995,0.0,2.0
TDV 45RDI-PB2,2015-07-23,-2.0,0.28543212044847444,-129.79999999999995,0.0,1.0
TDV 45RDI-CC1,2015-07-23,-2.0,0.2874005041201837,-325.5,0.0,2.0
TDV 45RDI-CC2,2015-07-23,-2.0,0.2854321204493555,-275.25999999999954,0.0,2.0
TDV Control1,2015-07-24,1.0,1.056854695786547,-17.5,1.0,0.0
TDV Control2,2015-07-24,1.0,1.3078312582874565,37.2,1.0,0.0
TDV 45RDI-PB1,2015-07-24,1.0,1.1414991698801957,302.5999999999999,1.0,1.0
TDV 45RDI-PB2,2015-07-24,1.0,1.1427160602242372,406.4000000000001,1.0,2.0
TDV 45RDI-CC1,2015-07-24,1.0,1.1437002520600918,391.5,1.0,2.0
TDV 45RDI-CC2,2015-07-24,1.0,1.1427160602246778,641.7200000000003,1.0,2.0
TDV Control1,2015-07-25,2.0,1.5284273478932735,106.20000000000002,1.0,0.0
TDV Control2,2015-07-25,2.0,1.6539156291437282,82.89999999999999,1.0,0.0
TDV 45RDI-PB1,2015-07-25,-1.0,0.5707495849400979,-364.5999999999999,0.0,2.0
TDV 45RDI-PB2,2015-07-25,-1.0,0.5713580301121186,-339.0,0.0,2.0
TDV 45RDI-CC1,2015-07-25,-1.0,0.5718501260300459,-155.70000000000005,0.0,2.0
TDV 45RDI-CC2,2015-07-25,-1.0,0.5713580301123389,-413.4066666666665,0.0,1.0
TDV Control1,2015-07-26,3.0,1.7642136739466368,138.70000000000002,1.0,0.0
TDV Control2,2015-07-26,3.0,1.8269578145718641,128.5,1.0,0.0
TDV 45RDI-PB1,2015-07-26,-2.0,0.28537479247004893,-386.5999999999999,0.0,2.0
TDV 45RDI-PB2,2015-07-26,-2.0,0.2856790150560593,-150.72000000000003,0.0,2.0
TDV 45RDI-CC1,2015-07-26,-2.0,0.28592506301502296,-349.0999999999999,0.0,1.0
TDV 45RDI-CC2,2015-07-26,-2.0,0.28567901505616944,-376.70000000000005,0.0,2.0
TDV Control1,2015-07-27,-1.0,0.8821068369733184,92.00000000000001,0.0,1.0
TDV Control2,2015-07-27,-1.0,0.9134789072859321,93.2,0.0,1.0
TDV 45RDI-PB1,2015-07-27,-3.0,0.14268739623502447,-625.4000000000001,0.0,2.0
TDV 45RDI-PB2,2015-07-27,-3.0,0.14283950752802965,-242.10000000000014,0.0,2.0
TDV 45RDI-CC1,2015-07-27,-3.0,0.14296253150751148,-635.3,0.0,2.0
TDV 45RDI-CC2,2015-07-27,-3.0,0.14283950752808472,-601.7,0.0,2.0
TDV Control1,2015-07-28,-2.0,0.4410534184866592,-37.60000000000001,0.0,1.0
TDV Control2,2015-07-28,-2.0,0.45673945364296603,-18.60000000000001,0.0,1.0
TDV 45RDI-PB1,2015-07-28,-4.0,0.07134369811751223,-703.0133333333333,0.0,2.0
TDV 45RDI-PB2,2015-07-28,-4.0,0.07141975376401483,-253.70000000000005,0.0,1.0
TDV 45RDI-CC1,2015-07-28,-4.0,0.07148126575375574,-771.0,0.0,2.0
TDV 45RDI-CC2,2015-07-28,-4.0,0.07141975376404236,-661.4733333333334,0.0,2.0
TDV Control1,2015-07-29,-3.0,0.2205267092433296,-103.00000000000001,0.0,1.0
TDV Control2,2015-07-29,-3.0,0.22836972682148302,-84.10000000000001,0.0,1.0
TDV 45RDI-PB1,2015-07-29,1.0,1.0356718490587562,126.77333333333331,1.0,1.0
TDV 45RDI-PB2,2015-07-29,1.0,1.0357098768820074,270.79999999999995,1.0,2.0
TDV 45RDI-CC1,2015-07-29,1.0,1.035740632876878,14.599999999999909,1.0,1.0
TDV 45RDI-CC2,2015-07-29,1.0,1.0357098768820212,306.33333333333326,1.0,1.0
TDV Control1,2015-07-30,1.0,1.1102633546216647,-27.200000000000003,1.0,0.0
TDV Control2,2015-07-30,1.0,1.1141848634107414,-5.800000000000011,1.0,0.0
TDV 45RDI-PB1,2015-07-30,-1.0,0.5178359245293781,-338.7666666666664,0.0,2.0
TDV 45RDI-PB2,2015-07-30,-1.0,0.5178549384410037,-391.0,0.0,2.0
TDV 45RDI-CC1,2015-07-30,-1.0,0.517870316438439,-139.01999999999975,0.0,2.0
TDV 45RDI-CC2,2015-07-30,-1.0,0.5178549384410106,-331.5333333333333,0.0,2.0
TDV Control1,2015-07-31,2.0,1.5551316773108323,74.5,1.0,0.0
TDV Control2,2015-07-31,2.0,1.5570924317053707,70.0,1.0,0.0
TDV 45RDI-PB1,2015-07-31,-2.0,0.25891796226468905,-374.82666666666705,0.0,2.0
TDV 45RDI-PB2,2015-07-31,-2.0,0.25892746922050186,-126.40000000000009,0.0,1.0
TDV 45RDI-CC1,2015-07-31,-2.0,0.2589351582192195,-347.5000000000002,0.0,2.0
TDV 45RDI-CC2,2015-07-31,-2.0,0.2589274692205053,-365.7333333333331,0.0,2.0
TDV Control1,2015-08-01,3.0,1.7775658386554163,153.0,1.0,0.0
TDV Control2,2015-08-01,3.0,1.7785462158526855,164.4,1.0,0.0
TDV 45RDI-PB1,2015-08-01,1.0,1.1294589811323446,473.8933333333332,1.0,2.0
TDV 45RDI-PB2,2015-08-01,1.0,1.129463734610251,574.0,1.0,2.0
TDV 45RDI-CC1,2015-08-01,1.0,1.1294675791096098,458.3199999999998,1.0,2.0
TDV 45RDI-CC2,2015-08-01,1.0,1.1294637346102527,617.6,1.0,1.0
TDV Control1,2015-08-02,-1.0,0.8887829193277081,60.2,0.0,1.0
TDV Control2,2015-08-02,-1.0,0.8892731079263427,55.20000000000002,0.0,1.0
TDV 45RDI-PB1,2015-08-02,-1.0,0.5647294905661723,-432.20000000000005,0.0,1.0
TDV 45RDI-PB2,2015-08-02,-1.0,0.5647318673051255,-498.10000000000014,0.0,2.0
TDV 45RDI-CC1,2015-08-02,-1.0,0.5647337895548049,-221.87333333333333,0.0,1.0
TDV 45RDI-CC2,2015-08-02,-1.0,0.5647318673051264,-513.6999999999999,0.0,2.0
TDV Control1,2015-08-03,-2.0,0.44439145966385407,-3.8000000000000007,0.0,1.0
TDV Control2,2015-08-03,-2.0,0.44463655396317137,-12.800000000000011,0.0,1.0
TDV 45RDI-PB1,2015-08-03,-2.0,0.28236474528308614,-441.0000000000002,0.0,2.0
TDV 45RDI-PB2,2015-08-03,-2.0,0.28236593365256274,-131.69999999999982,0.0,2.0
TDV 45RDI-CC1,2015-08-03,-2.0,0.28236689477740246,-433.8266666666666,0.0,2.0
TDV 45RDI-CC2,2015-08-03,-2.0,0.2823659336525632,-418.3000000000002,0.0,2.0
TDV Control1,2015-08-04,1.0,1.222195729831927,94.0,1.0,0.0
TDV Control2,2015-08-04,1.0,1.2223182769815857,125.19999999999999,1.0,0.0
TDV 45RDI-PB1,2015-08-04,-3.0,0.14118237264154307,-634.2533333333333,0.0,2.0
TDV 45RDI-PB2,2015-08-04,-3.0,0.14118296682628137,-213.79999999999995,0.0,2.0
TDV 45RDI-CC1,2015-08-04,-3.0,0.14118344738870123,-716.9266666666667,0.0,2.0
TDV 45RDI-CC2,2015-08-04,-3.0,0.1411829668262816,-626.2,0.0,2.0
TDV Control1,2015-08-05,-1.0,0.6110978649159635,-60.900000000000006,0.0,1.0
TDV Control2,2015-08-05,-1.0,0.6111591384907928,-86.69999999999999,0.0,1.0
TDV 45RDI-PB1,2015-08-05,1.0,1.0705911863207715,228.0,1.0,1.0
TDV 45RDI-PB2,2015-08-05,1.0,1.0705914834131407,387.70000000000005,1.0,1.0
TDV 45RDI-CC1,2015-08-05,1.0,1.0705917236943505,-18.726666666666688,1.0,1.0
TDV 45RDI-CC2,2015-08-05,1.0,1.0705914834131407,211.89999999999986,1.0,1.0
TDV Control1,2015-08-06,-2.0,0.30554893245798176,-107.5,0.0,1.0
TDV Control2,2015-08-06,-2.0,0.3055795692453964,-75.70000000000002,0.0,1.0
TDV 45RDI-PB1,2015-08-06,-1.0,0.5352955931603858,-413.5,0.0,2.0
TDV 45RDI-PB2,2015-08-06,-1.0,0.5352957417065703,-445.8466666666666,0.0,2.0
TDV 45RDI-CC1,2015-08-06,-1.0,0.5352958618471753,-262.39999999999986,0.0,2.0
TDV 45RDI-CC2,2015-08-06,-1.0,0.5352957417065703,-419.0999999999999,0.0,2.0
TDV Control1,2015-08-07,1.0,1.152774466228991,-36.900000000000006,1.0,0.0
TDV Control2,2015-08-07,1.0,1.1527897846226982,33.5,1.0,0.0
TDV 45RDI-PB1,2015-08-07,-2.0,0.2676477965801929,-404.6733333333334,0.0,2.0
TDV 45RDI-PB2,2015-08-07,-2.0,0.2676478708532852,-135.46000000000026,0.0,2.0
TDV 45RDI-CC1,2015-08-07,-2.0,0.26764793092358763,-408.0,0.0,2.0
TDV 45RDI-CC2,2015-08-07,-2.0,0.2676478708532852,-396.70666666666693,0.0,2.0
TDV Control1,2015-08-08,-1.0,0.5763872331144955,-7.799999999999997,0.0,0.0
TDV Control2,2015-08-08,-1.0,0.5763948923113491,-9.700000000000017,0.0,0.0
TDV 45RDI-PB1,2015-08-08,1.0,1.1338238982900966,256.20000000000005,1.0,1.0
TDV 45RDI-PB2,2015-08-08,1.0,1.1338239354266426,424.0466666666666,1.0,1.0
TDV 45RDI-CC1,2015-08-08,1.0,1.1338239654617939,262.4599999999998,1.0,1.0
TDV 45RDI-CC2,2015-08-08,1.0,1.1338239354266426,318.4599999999999,1.0,1.0
TDV Control1,2015-08-09,1.0,1.2881936165572476,42.1,1.0,0.0
TDV Control2,2015-08-09,1.0,1.2881974461556744,2.5999999999999943,1.0,1.0
TDV 45RDI-PB1,2015-08-09,-1.0,0.5669119491450483,-358.3000000000002,0.0,2.0
TDV 45RDI-PB2,2015-08-09,-1.0,0.5669119677133213,-417.42666666666673,0.0,2.0
TDV 45RDI-CC1,2015-08-09,-1.0,0.5669119827308969,-188.14666666666653,0.0,2.0
TDV 45RDI-CC2,2015-08-09,-1.0,0.5669119677133213,-271.19999999999993,0.0,2.0
TDV Control1,2015-08-10,2.0,1.6440968082786238,75.1,1.0,0.0
TDV Control2,2015-08-10,2.0,1.6440987230778372,100.69999999999999,1.0,0.0
TDV 45RDI-PB1,2015-08-10,-2.0,0.28345597457252414,-407.6999999999998,0.0,2.0
TDV 45RDI-PB2,2015-08-10,-2.0,0.28345598385666065,-189.2733333333333,0.0,2.0
TDV 45RDI-CC1,2015-08-10,-2.0,0.28345599136544847,-419.9333333333334,0.0,2.0
TDV 45RDI-CC2,2015-08-10,-2.0,0.28345598385666065,-432.46000000000004,0.0,2.0
TDV Control1,2015-08-11,-1.0,0.8220484041393119,68.7,0.0,1.0
TDV Control2,2015-08-11,-1.0,0.8220493615389186,71.19999999999999,0.0,0.0
TDV 45RDI-PB1,2015-08-11,-3.0,0.14172798728626207,-537.0533333333333,0.0,2.0
TDV 45RDI-PB2,2015-08-11,-3.0,0.14172799192833033,-254.17333333333318,0.0,2.0
TDV 45RDI-CC1,2015-08-11,-3.0,0.14172799568272423,-694.9333333333334,0.0,2.0
TDV 45RDI-CC2,2015-08-11,-3.0,0.14172799192833033,-628.3666666666668,0.0,2.0
TDV Control1,2015-08-12,-2.0,0.41102420206965595,0.0,0.0,1.0
TDV Control2,2015-08-12,-2.0,0.4110246807694593,-1.2999999999999545,0.0,1.0
TDV 45RDI-PB1,2015-08-12,1.0,1.070863993643131,87.04666666666685,1.0,1.0
TDV 45RDI-PB2,2015-08-12,1.0,1.0708639959641653,118.92666666666673,1.0,1.0
TDV 45RDI-CC1,2015-08-12,1.0,1.070863997841362,-25.913333333333412,1.0,1.0
TDV 45RDI-CC2,2015-08-12,1.0,1.0708639959641653,-6.240000000000009,1.0,1.0
TDV Control1,2015-08-13,-3.0,0.20551210103482798,-70.0,0.0,1.0
TDV Control2,2015-08-13,-3.0,0.20551234038472965,-51.99999999999997,0.0,0.0
TDV 45RDI-PB1,2015-08-13,-1.0,0.5354319968215655,-345.91999999999985,0.0,2.0
TDV 45RDI-PB2,2015-08-13,-1.0,0.5354319979820826,-312.87333333333345,0.0,2.0
TDV 45RDI-CC1,2015-08-13,-1.0,0.535431998920681,-238.44000000000005,0.0,2.0
TDV 45RDI-CC2,2015-08-13,-1.0,0.5354319979820826,-314.5799999999999,0.0,2.0
TDV Control1,2015-08-14,-4.0,0.10275605051741399,-85.5,0.0,1.0
TDV Control2,2015-08-14,1.0,1.102756170192365,-49.49999999999997,1.0,1.0
TDV 45RDI-PB1,2015-08-14,-2.0,0.26771599841078275,-230.76666666666688,0.0,2.0
TDV 45RDI-PB2,2015-08-14,-2.0,0.2677159989910413,-70.87333333333345,0.0,2.0
TDV 45RDI-CC1,2015-08-14,-2.0,0.2677159994603405,-292.4599999999998,0.0,2.0
TDV 45RDI-CC2,2015-08-14,-2.0,0.2677159989910413,-268.21333333333337,0.0,2.0
TDV Control1,2015-08-15,1.0,1.051378025258707,-64.80000000000001,1.0,0.0
TDV Control2,2015-08-15,2.0,1.5513780850961825,41.79999999999998,1.0,0.0
TDV 45RDI-PB1,2015-08-15,1.0,1.1338579992053914,457.10000000000036,1.0,1.0
TDV 45RDI-PB2,2015-08-15,1.0,1.1338579994955207,378.97333333333336,1.0,1.0
TDV 45RDI-CC1,2015-08-15,1.0,1.1338579997301703,373.74,1.0,1.0
TDV 45RDI-CC2,2015-08-15,1.0,1.1338579994955207,480.2999999999997,1.0,1.0
TDV Control1,2015-08-16,2.0,1.5256890126293534,10.4,1.0,0.0
TDV Control2,2015-08-16,3.0,1.7756890425480911,69.4,1.0,0.0
TDV 45RDI-PB1,2015-08-16,-1.0,0.5669289996026957,-342.62666666666746,0.0,2.0
TDV 45RDI-PB2,2015-08-16,-1.0,0.5669289997477603,-340.29999999999995,0.0,2.0
TDV 45RDI-CC1,2015-08-16,-1.0,0.5669289998650852,-276.39999999999986,0.0,2.0
TDV 45RDI-CC2,2015-08-16,-1.0,0.5669289997477603,-382.5133333333331,0.0,2.0
TDV Control1,2015-08-17,3.0,1.7628445063146767,20.699999999999996,1.0,0.0
TDV Control2,2015-08-17,-1.0,0.8878445212740456,39.900000000000006,0.0,1.0
TDV 45RDI-PB1,2015-08-17,-2.0,0.28346449980134786,-262.0,0.0,2.0
TDV 45RDI-PB2,2015-08-17,-2.0,0.28346449987388017,-82.79999999999995,0.0,2.0
TDV 45RDI-CC1,2015-08-17,-2.0,0.2834644999325426,-291.68000000000006,0.0,2.0
TDV 45RDI-CC2,2015-08-17,-2.0,0.28346449987388017,-288.81999999999994,0.0,2.0
TDV Control1,2015-08-18,-1.0,0.8814222531573384,16.200000000000003,0.0,1.0
TDV Control2,2015-08-18,-2.0,0.4439222606370228,-0.6000000000000227,0.0,0.0
TDV 45RDI-PB1,2015-08-18,-3.0,0.14173224990067393,-376.6399999999999,0.0,2.0
TDV 45RDI-PB2,2015-08-18,-3.0,0.14173224993694009,-100.79999999999995,0.0,2.0
TDV 45RDI-CC1,2015-08-18,-3.0,0.1417322499662713,-507.29999999999995,0.0,2.0
TDV 45RDI-CC2,2015-08-18,-3.0,0.14173224993694009,-438.2066666666667,0.0,2.0
TDV Control1,2015-08-19,1.0,1.4407111265786692,21.400000000000002,1.0,0.0
TDV Control2,2015-08-19,1.0,1.2219611303185114,5.199999999999989,1.0,0.0
TDV 45RDI-PB1,2015-08-19,1.0,1.070866124950337,520.5133333333335,1.0,1.0
TDV 45RDI-PB2,2015-08-19,1.0,1.0708661249684701,629.8,1.0,1.0
TDV 45RDI-CC1,2015-08-19,1.0,1.0708661249831357,340.0,1.0,1.0
TDV 45RDI-CC2,2015-08-19,1.0,1.0708661249684701,499.0999999999999,1.0,1.0
TDV Control1,2015-08-20,-1.0,0.7203555632893346,-34.400000000000006,0.0,1.0
TDV Control2,2015-08-20,-1.0,0.6109805651592557,-22.5,0.0,1.0
TDV 45RDI-PB1,2015-08-20,-1.0,0.5354330624751685,-244.51333333333332,0.0,2.0
TDV 45RDI-PB2,2015-08-20,-1.0,0.5354330624842351,-472.5,0.0,2.0
TDV 45RDI-CC1,2015-08-20,-1.0,0.5354330624915679,-121.40666666666675,0.0,2.0
TDV 45RDI-CC2,2015-08-20,-1.0,0.5354330624842351,-242.7066666666667,0.0,2.0
TDV Control1,2015-08-21,-2.0,0.3601777816446673,-25.3,0.0,1.0
TDV Control2,2015-08-21,-2.0,0.30549028257962785,-42.400000000000006,0.0,1.0
TDV 45RDI-PB1,2015-08-21,-2.0,0.26771653123758427,-350.46000000000026,0.0,2.0
TDV 45RDI-PB2,2015-08-21,-2.0,0.26771653124211753,-107.2533333333331,0.0,2.0
TDV 45RDI-CC1,2015-08-21,-2.0,0.26771653124578393,-340.3933333333332,0.0,2.0
TDV 45RDI-CC2,2015-08-21,-2.0,0.26771653124211753,-353.9000000000001,0.0,2.0
TDV Control1,2015-08-22,1.0,1.1800888908223337,37.7,1.0,0.0
TDV Control2,2015-08-22,1.0,1.152745141289814,20.5,1.0,0.0
TDV 45RDI-PB1,2015-08-22,1.0,1.133858265618792,479.7733333333333,1.0,1.0
TDV 45RDI-PB2,2015-08-22,1.0,1.1338582656210587,518.1000000000001,1.0,1.0
TDV 45RDI-CC1,2015-08-22,1.0,1.133858265622892,396.6866666666667,1.0,1.0
TDV 45RDI-CC2,2015-08-22,1.0,1.1338582656210587,492.9866666666667,1.0,1.0
TDV Control1,2015-08-23,2.0,1.5900444454111669,110.0,1.0,0.0
TDV Control2,2015-08-23,2.0,1.576372570644907,168.8,1.0,0.0
TDV 45RDI-PB1,2015-08-23,-1.0,0.566929132809396,-276.1733333333334,0.0,2.0
TDV 45RDI-PB2,2015-08-23,-1.0,0.5669291328105294,-439.70000000000005,0.0,2.0
TDV 45RDI-CC1,2015-08-23,-1.0,0.566929132811446,-142.48000000000002,0.0,2.0
TDV 45RDI-CC2,2015-08-23,-1.0,0.5669291328105294,-239.30666666666662,0.0,2.0
TDV Control1,2015-08-24,-1.0,0.7950222227055834,77.69999999999999,0.0,1.0
TDV Control2,2015-08-24,-1.0,0.7881862853224535,123.30000000000001,0.0,1.0
TDV 45RDI-PB1,2015-08-24,-2.0,0.283464566404698,-446.29999999999995,0.0,2.0
TDV 45RDI-PB2,2015-08-24,-2.0,0.2834645664052647,-218.4000000000001,0.0,2.0
TDV 45RDI-CC1,2015-08-24,-2.0,0.283464566405723,-404.52,0.0,2.0
TDV 45RDI-CC2,2015-08-24,-2.0,0.2834645664052647,-503.0999999999999,0.0,2.0
TDV Control1,2015-08-25,1.0,1.3975111113527916,34.30000000000001,1.0,0.0
TDV Control2,2015-08-25,1.0,1.3940931426612266,32.80000000000001,1.0,0.0
TDV 45RDI-PB1,2015-08-25,-3.0,0.141732283202349,-668.8399999999999,0.0,2.0
TDV 45RDI-PB2,2015-08-25,-3.0,0.14173228320263234,-256.42666666666673,0.0,2.0
TDV 45RDI-CC1,2015-08-25,-3.0,0.1417322832028615,-706.8,0.0,2.0
TDV 45RDI-CC2,2015-08-25,-3.0,0.14173228320263234,-757.7066666666667,0.0,2.0
TDV Control1,2015-08-26,-1.0,0.6987555556763958,-92.6,0.0,1.0
TDV Control2,2015-08-26,-1.0,0.6970465713306133,-135.60000000000002,0.0,1.0
TDV 45RDI-PB1,2015-08-26,1.0,1.0708661416011744,385.84000000000015,1.0,1.0
TDV 45RDI-PB2,2015-08-26,1.0,1.070866141601316,692.4733333333334,1.0,1.0
TDV 45RDI-CC1,2015-08-26,1.0,1.0708661416014307,49.10000000000002,1.0,1.0
TDV 45RDI-CC2,2015-08-26,1.0,1.070866141601316,160.04666666666662,1.0,1.0
TDV Control1,2015-08-27,1.0,1.349377777838198,38.89999999999999,1.0,0.0
TDV Control2,2015-08-27,1.0,1.3485232856653067,11.600000000000023,1.0,0.0
TDV 45RDI-PB1,2015-08-27,2.0,1.5354330708005872,720.9599999999999,1.0,0.0
TDV 45RDI-PB2,2015-08-27,2.0,1.535433070800658,587.6266666666667,1.0,1.0
TDV 45RDI-CC1,2015-08-27,2.0,1.5354330708007153,523.7,1.0,1.0
TDV 45RDI-CC2,2015-08-27,2.0,1.535433070800658,603.4666666666667,1.0,1.0
TDV Control1,2015-08-28,-1.0,0.674688888919099,-31.89999999999999,0.0,1.0
TDV Control2,2015-08-28,-1.0,0.6742616428326533,-23.100000000000023,0.0,1.0
TDV 45RDI-PB1,2015-08-28,3.0,1.7677165354002935,1018.8599999999999,1.0,0.0
TDV 45RDI-PB2,2015-08-28,3.0,1.767716535400329,884.9266666666666,1.0,0.0
TDV 45RDI-CC1,2015-08-28,3.0,1.7677165354003577,746.0999999999999,1.0,0.0
TDV 45RDI-CC2,2015-08-28,3.0,1.767716535400329,764.7533333333333,1.0,0.0
TDV Control1,2015-08-29,-2.0,0.3373444444595495,-58.900000000000006,0.0,1.0
TDV Control2,2015-08-29,-2.0,0.33713082141632666,-63.599999999999994,0.0,1.0
TDV 45RDI-PB1,2015-08-29,4.0,1.8838582677001467,1178.06,1.0,0.0
TDV 45RDI-PB2,2015-08-29,4.0,1.8838582677001645,992.1266666666667,1.0,0.0
TDV 45RDI-CC1,2015-08-29,4.0,1.883858267700179,856.4,1.0,0.0
TDV 45RDI-CC2,2015-08-29,4.0,1.8838582677001645,877.9533333333334,1.0,0.0
TDV Control1,2015-08-30,-3.0,0.16867222222977474,-60.800000000000004,0.0,0.0
TDV Control2,2015-08-30,1.0,1.1685654107081633,-60.400000000000006,1.0,0.0
TDV 45RDI-PB1,2015-08-30,5.0,1.9419291338500733,1215.9599999999998,1.0,0.0
TDV 45RDI-PB2,2015-08-30,5.0,1.9419291338500821,1030.0266666666666,1.0,0.0
TDV 45RDI-CC1,2015-08-30,5.0,1.9419291338500895,926.1,1.0,0.0
