,,pk,bk,ctend,bk1,Y
TDV RDI30_3,2019-05-26,-2.0,0.33486556727439165,-6.252799999999979,0.0,1.0
TDV Control_1,2019-05-27,-1.0,0.9174327817745507,46.5136,0.0,1.0
TDV Control_2,2019-05-27,6.0,1.9799346909858286,117.99200000000019,1.0,0.0
TDV RDI45_1,2019-05-27,-1.0,0.7924346909858286,-34.1352,0.0,1.0
TDV RDI45_2,2019-05-27,-2.0,0.2924327836371958,-30.607200000000034,0.0,1.0
TDV RDI30_2,2019-05-27,-3.0,0.16743278177455068,-25.65639999999999,0.0,1.0
TDV RDI30_3,2019-05-27,-3.0,0.16743278363719583,-37.51679999999999,0.0,1.0
TDV Control_1,2019-05-28,-2.0,0.45871639088727534,-3.322400000000016,0.0,1.0
TDV Control_2,2019-05-28,-1.0,0.9899673454929143,117.99200000000019,0.0,0.0
TDV RDI45_1,2019-05-28,-2.0,0.3962173454929143,-64.4776,0.0,1.0
TDV RDI45_2,2019-05-28,-3.0,0.1462163918185979,-112.22640000000001,0.0,1.0
TDV RDI30_2,2019-05-28,-4.0,0.08371639088727534,-86.2988,0.0,1.0
TDV RDI30_3,2019-05-28,-4.0,0.08371639181859791,-81.28639999999996,0.0,1.0
TDV Control_1,2019-05-29,-3.0,0.22935819544363767,-63.12560000000008,0.0,1.0
TDV Control_2,2019-05-29,-2.0,0.49498367274645716,-37.08320000000003,0.0,1.0
TDV RDI45_1,2019-05-29,-3.0,0.19810867274645716,-140.33360000000002,0.0,1.0
TDV RDI45_2,2019-05-29,-4.0,0.07310819590929896,-197.2464,0.0,1.0
TDV RDI30_2,2019-05-29,-5.0,0.04185819544363767,-142.2764,0.0,1.0
TDV RDI30_3,2019-05-29,-5.0,0.041858195909298956,-156.31999999999994,0.0,1.0
TDV Control_1,2019-05-30,1.0,1.1146790977218188,23.2568,1.0,0.0
TDV Control_2,2019-05-30,1.0,1.2474918363732286,37.08320000000003,1.0,0.0
TDV RDI45_1,2019-05-30,1.0,1.0990543363732286,-75.856,1.0,0.0
TDV RDI45_2,2019-05-30,1.0,1.0365540979546495,-142.83360000000005,1.0,0.0
TDV RDI30_2,2019-05-30,1.0,1.0209290977218188,-107.29039999999999,1.0,0.0
TDV RDI30_3,2019-05-30,1.0,1.0209290979546495,-134.4352,1.0,0.0
TDV Control_1,2019-05-31,-1.0,0.5573395488609094,-83.06000000000006,0.0,1.0
TDV Control_2,2019-05-31,-1.0,0.6237459181866143,-30.340799999999945,0.0,1.0
TDV RDI45_1,2019-05-31,-1.0,0.5495271681866143,-18.964,0.0,1.0
TDV RDI45_2,2019-05-31,-1.0,0.5182770489773247,-3.400800000000004,0.0,1.0
TDV RDI30_2,2019-05-31,2.0,1.5104645488609094,34.986,1.0,0.0
TDV RDI30_3,2019-05-31,-1.0,0.5104645489773247,-18.758399999999938,0.0,1.0
TDV Control_1,2019-06-01,1.0,1.2786697744304547,29.90160000000003,1.0,0.0
TDV Control_2,2019-06-01,1.0,1.3118729590933071,3.3711999999995896,1.0,0.0
TDV RDI45_1,2019-06-01,-2.0,0.27476358409330714,-11.378400000000028,0.0,1.0
TDV RDI45_2,2019-06-01,-2.0,0.25913852448866237,-6.801600000000008,0.0,1.0
TDV RDI30_2,2019-06-01,-1.0,0.7552322744304547,-18.6592,0.0,1.0
TDV RDI30_3,2019-06-01,-2.0,0.25523227448866237,-40.64319999999998,0.0,1.0
TDV Control_1,2019-06-02,2.0,1.6393348872152274,19.934399999999982,1.0,0.0
TDV Control_2,2019-06-02,2.0,1.6559364795466536,16.856000000000677,1.0,0.0
TDV RDI45_1,2019-06-02,-3.0,0.13738179204665357,-26.549600000000027,0.0,1.0
TDV RDI45_2,2019-06-02,-3.0,0.12956926224433118,-61.214399999999955,0.0,1.0
TDV RDI30_2,2019-06-02,-2.0,0.37761613721522735,-37.3184,0.0,1.0
TDV RDI30_3,2019-06-02,-3.0,0.12761613724433118,-71.90720000000005,0.0,1.0
TDV Control_1,2019-06-03,3.0,1.8196674436076137,39.868799999999965,1.0,0.0
TDV Control_2,2019-06-03,3.0,1.8279682397733268,57.3104000000003,1.0,0.0
TDV RDI45_1,2019-06-03,-4.0,0.06869089602332679,-37.928000000000026,0.0,1.0
TDV RDI45_2,2019-06-03,-4.0,0.06478463112216559,-71.41679999999997,0.0,1.0
TDV RDI30_2,2019-06-03,-3.0,0.18880806860761368,-58.31,0.0,1.0
TDV RDI30_3,2019-06-03,-4.0,0.06380806862216559,-109.42400000000004,0.0,1.0
TDV Control_1,2019-06-04,-1.0,0.9098337218038068,-3.322400000000016,0.0,1.0
TDV Control_2,2019-06-04,-1.0,0.9139841198866634,37.08320000000003,0.0,1.0
TDV RDI45_1,2019-06-04,-5.0,0.03434544801166339,-121.36960000000002,0.0,1.0
TDV RDI45_2,2019-06-04,-5.0,0.032392315561082796,-149.63519999999994,0.0,1.0
TDV RDI30_2,2019-06-04,-4.0,0.09440403430380684,-118.9524,0.0,1.0
TDV RDI30_3,2019-06-04,-5.0,0.031904034311082796,-175.07840000000004,0.0,1.0
TDV Control_1,2019-06-05,1.0,1.4549168609019034,112.96159999999998,1.0,0.0
TDV Control_2,2019-06-05,1.0,1.4569920599433317,50.56800000000021,1.0,0.0
TDV RDI45_1,2019-06-05,1.0,1.0171727240058317,166.8832,1.0,0.0
TDV RDI45_2,2019-06-05,1.0,1.0161961577805414,91.82159999999999,1.0,0.0
TDV RDI30_2,2019-06-05,1.0,1.0472020171519034,67.6396,1.0,0.0
TDV RDI30_3,2019-06-05,1.0,1.0159520171555414,96.91840000000002,1.0,0.0
TDV Control_1,2019-06-06,2.0,1.7274584304509517,56.480800000000045,1.0,0.0
TDV Control_2,2019-06-06,2.0,1.7284960299716658,53.9391999999998,1.0,0.0
TDV RDI45_1,2019-06-06,2.0,1.5085863620029158,91.02719999999994,1.0,0.0
TDV RDI45_2,2019-06-06,2.0,1.5080980788902707,105.4248,1.0,0.0
TDV RDI30_2,2019-06-06,2.0,1.5236010085759517,62.97480000000001,1.0,0.0
TDV RDI30_3,2019-06-06,2.0,1.5079760085777707,62.527999999999906,1.0,0.0
TDV Control_1,2019-06-07,-1.0,0.8637292152254759,36.54640000000006,0.0,1.0
TDV Control_2,2019-06-07,-1.0,0.8642480149858329,43.82560000000012,0.0,1.0
TDV RDI45_1,2019-06-07,3.0,1.754293181001458,94.82,1.0,0.0
TDV RDI45_2,2019-06-07,-1.0,0.7540490394451353,98.6232,0.0,1.0
TDV RDI30_2,2019-06-07,-1.0,0.7618005042879759,30.321200000000005,0.0,1.0
TDV RDI30_3,2019-06-07,-1.0,0.7539880042888853,34.3904,0.0,1.0
TDV Control_1,2019-06-08,1.0,1.431864607612738,26.579200000000014,1.0,0.0
TDV Control_2,2019-06-08,1.0,1.4321240074929165,33.711999999999534,1.0,0.0
TDV RDI45_1,2019-06-08,-1.0,0.877146590500729,68.2704,0.0,1.0
TDV RDI45_2,2019-06-08,-2.0,0.3770245197225677,-40.80959999999993,0.0,1.0
TDV RDI30_2,2019-06-08,-2.0,0.3809002521439879,-44.3156,0.0,1.0
TDV RDI30_3,2019-06-08,-2.0,0.3769940021444427,-84.41280000000006,0.0,1.0
TDV Control_1,2019-06-09,-1.0,0.715932303806369,-9.967200000000048,0.0,1.0
TDV Control_2,2019-06-09,-1.0,0.7160620037464582,-6.742399999999179,0.0,1.0
TDV RDI45_1,2019-06-09,-2.0,0.4385732952503645,-26.549599999999998,0.0,1.0
TDV RDI45_2,2019-06-09,-3.0,0.18851225986128384,-68.01599999999996,0.0,1.0
TDV RDI30_2,2019-06-09,-3.0,0.19045012607199396,-67.6396,0.0,1.0
TDV RDI30_3,2019-06-09,-3.0,0.18849700107222134,-146.94080000000008,0.0,1.0
TDV Control_1,2019-06-10,1.0,1.3579661519031845,66.44799999999998,1.0,0.0
TDV Control_2,2019-06-10,1.0,1.3580310018732291,64.05279999999948,1.0,0.0
TDV RDI45_1,2019-06-10,1.0,1.2192866476251822,15.171199999999942,1.0,0.0
TDV RDI45_2,2019-06-10,1.0,1.094256129930642,-44.210399999999936,1.0,0.0
TDV RDI30_2,2019-06-10,-4.0,0.09522506303599698,-79.30160000000001,0.0,1.0
TDV RDI30_3,2019-06-10,1.0,1.0942485005361107,-128.18240000000003,1.0,0.0
TDV Control_1,2019-06-11,2.0,1.6789830759515922,23.2568,1.0,0.0
TDV Control_2,2019-06-11,2.0,1.6790155009366146,30.340799999999945,1.0,0.0
TDV RDI45_1,2019-06-11,2.0,1.6096433238125911,30.342399999999998,1.0,0.0
TDV RDI45_2,2019-06-11,2.0,1.547128064965321,17.00400000000002,1.0,0.0
TDV RDI30_2,2019-06-11,-5.0,0.04761253151799849,-88.6312,0.0,1.0
TDV RDI30_3,2019-06-11,-1.0,0.5471242502680553,-3.1263999999999896,0.0,0.0
TDV Control_1,2019-06-12,3.0,1.8394915379757961,39.86880000000008,1.0,0.0
TDV Control_2,2019-06-12,3.0,1.8395077504683073,53.9391999999998,1.0,0.0
TDV RDI45_1,2019-06-12,3.0,1.8048216619062956,68.2704,1.0,0.0
TDV RDI45_2,2019-06-12,3.0,1.7735640324826605,27.206399999999917,1.0,0.0
TDV RDI30_2,2019-06-12,1.0,1.0238062657589992,-83.9664,1.0,0.0
TDV RDI30_3,2019-06-12,1.0,1.2735621251340277,28.13760000000002,1.0,0.0
TDV Control_1,2019-06-13,4.0,1.919745768987898,43.19119999999998,1.0,0.0
TDV Control_2,2019-06-13,4.0,1.9197538752341536,60.68159999999989,1.0,0.0
TDV RDI45_1,2019-06-13,-1.0,0.9024108309531478,56.89200000000005,0.0,1.0
TDV RDI45_2,2019-06-13,-1.0,0.8867820162413302,-3.400800000000004,0.0,1.0
TDV RDI30_2,2019-06-13,-1.0,0.5119031328794996,-11.661999999999999,0.0,1.0
TDV RDI30_3,2019-06-13,-1.0,0.6367810625670138,-12.505600000000072,0.0,1.0
TDV Control_1,2019-06-14,-1.0,0.959872884493949,19.934399999999982,0.0,1.0
TDV Control_2,2019-06-14,-1.0,0.9598769376170768,50.56800000000021,0.0,1.0
TDV RDI45_1,2019-06-14,-2.0,0.4512054154765739,-45.5136,0.0,1.0
TDV RDI45_2,2019-06-14,-2.0,0.4433910081206651,-54.41280000000006,0.0,1.0
TDV RDI30_2,2019-06-14,-2.0,0.2559515664397498,-53.64520000000001,0.0,1.0
TDV RDI30_3,2019-06-14,-2.0,0.3183905312835069,-43.76959999999997,0.0,1.0
TDV Control_1,2019-06-15,1.0,1.4799364422469745,109.63919999999996,1.0,0.0
TDV Control_2,2019-06-15,1.0,1.4799384688085384,84.27999999999975,1.0,0.0
TDV RDI45_1,2019-06-15,1.0,1.225602707738287,56.89199999999994,1.0,0.0
TDV RDI45_2,2019-06-15,1.0,1.2216955040603326,23.805600000000027,1.0,0.0
TDV RDI30_2,2019-06-15,1.0,1.127975783219875,-37.318400000000004,1.0,0.0
TDV RDI30_3,2019-06-15,1.0,1.1591952656417535,21.88480000000004,1.0,0.0
TDV Control_1,2019-06-16,-1.0,0.7399682211234873,-13.289599999999837,0.0,1.0
TDV Control_2,2019-06-16,-1.0,0.7399692344042692,-16.855999999999767,0.0,1.0
TDV RDI45_1,2019-06-16,-1.0,0.6128013538691435,-18.963999999999942,0.0,1.0
TDV RDI45_2,2019-06-16,-1.0,0.6108477520301663,-64.61520000000007,0.0,1.0
TDV RDI30_2,2019-06-16,-1.0,0.5639878916099375,-30.321200000000005,0.0,1.0
TDV RDI30_3,2019-06-16,-1.0,0.5795976328208767,-37.51679999999999,0.0,1.0
TDV Control_1,2019-06-17,1.0,1.3699841105617436,56.48079999999982,1.0,0.0
TDV Control_2,2019-06-17,1.0,1.3699846172021346,64.05280000000039,1.0,0.0
TDV RDI45_1,2019-06-17,1.0,1.3064006769345717,45.5136,1.0,0.0
TDV RDI45_2,2019-06-17,1.0,1.3054238760150831,37.40880000000004,1.0,0.0
TDV RDI30_2,2019-06-17,1.0,1.2819939458049687,4.6648,1.0,1.0
TDV RDI30_3,2019-06-17,1.0,1.2897988164104384,25.011199999999917,1.0,0.0
TDV Control_1,2019-06-18,2.0,1.6849920552808717,16.61200000000008,1.0,0.0
TDV Control_2,2019-06-18,2.0,1.6849923086010672,6.742399999999179,1.0,0.0
TDV RDI45_1,2019-06-18,2.0,1.6532003384672858,7.5855999999999995,1.0,0.0
TDV RDI45_2,2019-06-18,-1.0,0.6527119380075416,-6.801600000000008,0.0,1.0
TDV RDI30_2,2019-06-18,-1.0,0.6409969729024844,-20.99159999999999,0.0,1.0
TDV RDI30_3,2019-06-18,-1.0,0.6448994082052192,-25.011199999999917,0.0,1.0
TDV Control_1,2019-06-19,-1.0,0.8424960276404359,6.644800000000032,0.0,1.0
TDV Control_2,2019-06-19,3.0,1.8424961543005336,30.340799999999945,1.0,0.0
TDV RDI45_1,2019-06-19,3.0,1.8266001692336429,15.171199999999999,1.0,1.0
TDV RDI45_2,2019-06-19,1.0,1.3263559690037707,17.00400000000002,1.0,0.0
TDV RDI30_2,2019-06-19,-2.0,0.3204984864512422,-23.324000000000012,0.0,1.0
TDV RDI30_3,2019-06-19,-2.0,0.3224497041026096,-21.88480000000004,0.0,1.0
TDV Control_1,2019-06-20,-2.0,0.4212480138202179,-3.322400000000016,0.0,0.0
TDV Control_2,2019-06-20,4.0,1.921248077150267,57.31039999999939,1.0,0.0
TDV RDI45_1,2019-06-20,-1.0,0.9133000846168214,-18.963999999999942,0.0,0.0
TDV RDI45_2,2019-06-20,-1.0,0.6631779845018854,-20.404800000000023,0.0,1.0
TDV RDI30_2,2019-06-20,-3.0,0.1602492432256211,-25.65639999999999,0.0,1.0
TDV RDI30_3,2019-06-20,-3.0,0.1612248520513048,-25.01120000000003,0.0,1.0
TDV Control_1,2019-06-21,1.0,1.210624006910109,23.256800000000112,1.0,0.0
TDV Control_2,2019-06-21,5.0,1.9606240385751335,94.39359999999942,1.0,0.0
TDV RDI45_1,2019-06-21,1.0,1.4566500423084108,3.792799999999943,1.0,0.0
TDV RDI45_2,2019-06-21,-2.0,0.3315889922509427,-3.400800000000004,0.0,1.0
TDV RDI30_2,2019-06-21,1.0,1.0801246216128106,11.662000000000006,1.0,0.0
TDV RDI30_3,2019-06-21,1.0,1.0806124260256524,53.14879999999994,1.0,0.0
TDV Control_1,2019-06-22,2.0,1.6053120034550545,33.22399999999993,1.0,0.0
TDV Control_2,2019-06-22,6.0,1.9803120192875667,121.36319999999978,1.0,0.0
TDV RDI45_1,2019-06-22,2.0,1.7283250211542054,22.7568,1.0,0.0
TDV RDI45_2,2019-06-22,-3.0,0.16579449612547134,-27.20640000000003,0.0,1.0
TDV RDI30_2,2019-06-22,2.0,1.5400623108064053,9.329599999999985,1.0,0.0
TDV RDI30_3,2019-06-22,2.0,1.5403062130128262,12.505600000000072,1.0,0.0
TDV Control_1,2019-06-23,3.0,1.8026560017275273,43.19119999999998,1.0,0.0
TDV Control_2,2019-06-23,7.0,1.9901560096437834,144.96159999999963,1.0,0.0
TDV RDI45_1,2019-06-23,3.0,1.8641625105771027,49.30640000000005,1.0,0.0
TDV RDI45_2,2019-06-23,-4.0,0.08289724806273567,-51.01200000000006,0.0,1.0
TDV RDI30_2,2019-06-23,3.0,1.7700311554032027,18.659199999999984,1.0,0.0
TDV RDI30_3,2019-06-23,3.0,1.770153106506413,40.64319999999998,1.0,0.0
TDV Control_1,2019-06-24,4.0,1.9013280008637636,96.34960000000001,1.0,0.0
TDV Control_2,2019-06-24,8.0,1.9950780048218917,205.64319999999952,1.0,0.0
TDV RDI45_1,2019-06-24,4.0,1.9320812552885513,113.78399999999999,1.0,0.0
TDV RDI45_2,2019-06-24,1.0,1.0414486240313678,6.801600000000008,1.0,0.0
TDV RDI30_2,2019-06-24,4.0,1.8850155777016013,48.98039999999999,1.0,0.0
TDV RDI30_3,2019-06-24,4.0,1.8850765532532066,112.55040000000008,1.0,0.0
TDV Control_1,2019-06-25,5.0,1.9506640004318818,136.21839999999997,1.0,0.0
TDV Control_2,2019-06-25,9.0,1.9975390024109458,249.46879999999965,1.0,0.0
TDV RDI45_1,2019-06-25,5.0,1.9660406276442757,166.8832,1.0,0.0
TDV RDI45_2,2019-06-25,2.0,1.520724312015684,47.61119999999994,1.0,0.0
TDV RDI30_2,2019-06-25,5.0,1.9425077888508007,67.63959999999999,1.0,0.0
TDV RDI30_3,2019-06-25,5.0,1.9425382766266033,156.32000000000005,1.0,0.0
TDV Control_1,2019-06-26,-1.0,0.9753320002159409,112.96159999999986,0.0,1.0
TDV Control_2,2019-06-26,-1.0,0.9987695012054729,235.98399999999947,0.0,1.0
TDV RDI45_1,2019-06-26,-1.0,0.9830203138221378,136.5408,0.0,1.0
TDV RDI45_2,2019-06-26,-1.0,0.760362156007842,3.400800000000004,0.0,1.0
TDV RDI30_2,2019-06-26,-1.0,0.9712538944254003,55.977599999999995,0.0,1.0
TDV RDI30_3,2019-06-26,-1.0,0.9712691383133016,118.80320000000006,0.0,1.0
TDV Control_1,2019-06-27,1.0,1.4876660001079705,46.5136,1.0,0.0
TDV Control_2,2019-06-27,1.0,1.4993847506027365,57.3104000000003,1.0,0.0
TDV RDI45_1,2019-06-27,1.0,1.491510156911069,37.928,1.0,0.0
TDV RDI45_2,2019-06-27,1.0,1.380181078003921,30.607200000000034,1.0,0.0
TDV RDI30_2,2019-06-27,1.0,1.4856269472127002,6.997199999999992,1.0,0.0
TDV RDI30_3,2019-06-27,1.0,1.4856345691566508,31.26400000000001,1.0,0.0
TDV Control_1,2019-06-28,-1.0,0.7438330000539852,-39.868799999999965,0.0,1.0
TDV Control_2,2019-06-28,-1.0,0.7496923753013682,-33.712000000000444,0.0,1.0
TDV RDI45_1,2019-06-28,-1.0,0.7457550784555345,-75.856,0.0,1.0
TDV RDI45_2,2019-06-28,-1.0,0.6900905390019605,-71.41680000000008,0.0,1.0
TDV RDI30_2,2019-06-28,-1.0,0.7428134736063501,-48.9804,0.0,1.0
TDV RDI30_3,2019-06-28,-1.0,0.7428172845783254,-56.27520000000004,0.0,1.0
TDV Control_1,2019-06-29,1.0,1.3719165000269926,69.77040000000011,1.0,0.0
TDV Control_2,2019-06-29,1.0,1.3748461876506841,30.340799999999945,1.0,0.0
TDV RDI45_1,2019-06-29,-2.0,0.37287753922776723,-11.378399999999942,0.0,1.0
TDV RDI45_2,2019-06-29,1.0,1.3450452695009802,3.400800000000004,1.0,1.0
TDV RDI30_2,2019-06-29,-2.0,0.37140673680317504,-2.3323999999999927,0.0,1.0
TDV RDI30_3,2019-06-29,-2.0,0.3714086422891627,-6.252799999999979,0.0,1.0
TDV Control_1,2019-06-30,-1.0,0.6859582500134963,-6.644800000000032,0.0,0.0
TDV Control_2,2019-06-30,-1.0,0.6874230938253421,-10.113599999999678,0.0,1.0
TDV RDI45_1,2019-06-30,-3.0,0.18643876961388361,-30.342399999999998,0.0,1.0
TDV RDI45_2,2019-06-30,-1.0,0.6725226347504901,-17.00400000000002,0.0,1.0
TDV RDI30_2,2019-06-30,-3.0,0.18570336840158752,-30.321200000000005,0.0,1.0
TDV RDI30_3,2019-06-30,-3.0,0.18570432114458135,-50.02239999999995,0.0,0.0
TDV Control_1,2019-07-01,1.0,1.3429791250067482,89.70479999999998,1.0,0.0
TDV Control_2,2019-07-01,1.0,1.343711546912671,87.65120000000024,1.0,0.0
TDV RDI45_1,2019-07-01,1.0,1.0932193848069418,68.2704,1.0,0.0
TDV RDI45_2,2019-07-01,1.0,1.3362613173752451,71.41680000000008,1.0,0.0
TDV RDI30_2,2019-07-01,1.0,1.0928516842007938,-9.3296,1.0,0.0
TDV RDI30_3,2019-07-01,1.0,1.0928521605722907,12.505599999999959,1.0,0.0
TDV Control_1,2019-07-02,2.0,1.671489562503374,3.322400000000016,1.0,1.0
TDV Control_2,2019-07-02,2.0,1.6718557734563355,10.113599999999678,1.0,0.0
TDV RDI45_1,2019-07-02,-1.0,0.5466096924034709,0.0,0.0,1.0
TDV RDI45_2,2019-07-02,-1.0,0.6681306586876226,-23.805600000000027,0.0,1.0
TDV RDI30_2,2019-07-02,2.0,1.546425842100397,2.332400000000007,1.0,0.0
TDV RDI30_3,2019-07-02,2.0,1.5464260802861454,21.88480000000004,1.0,0.0
TDV Control_1,2019-07-03,3.0,1.835744781251687,13.289600000000064,1.0,0.0
TDV Control_2,2019-07-03,-1.0,0.8359278867281678,10.113599999999678,0.0,0.0
TDV RDI45_1,2019-07-03,1.0,1.2733048462017353,3.7928000000000566,1.0,0.0
TDV RDI45_2,2019-07-03,-2.0,0.3340653293438113,0.0,0.0,0.0
TDV RDI30_2,2019-07-03,-1.0,0.7732129210501985,0.0,0.0,0.0
TDV RDI30_3,2019-07-03,3.0,1.7732130401430726,34.3904,1.0,0.0
TDV Control_1,2019-07-04,4.0,1.9178723906258435,63.12560000000008,1.0,0.0
TDV Control_2,2019-07-04,1.0,1.4179639433640838,50.56800000000021,1.0,0.0
TDV RDI45_1,2019-07-04,2.0,1.6366524231008677,60.684799999999996,1.0,0.0
TDV RDI45_2,2019-07-04,1.0,1.1670326646719056,51.011999999999944,1.0,0.0
TDV RDI30_2,2019-07-04,1.0,1.3866064605250992,32.65360000000001,1.0,0.0
TDV RDI30_3,2019-07-04,4.0,1.8866065200715363,78.16000000000008,1.0,0.0
TDV Control_1,2019-07-05,5.0,1.9589361953129218,136.21839999999997,1.0,0.0
TDV Control_2,2019-07-05,2.0,1.708981971682042,43.82560000000012,1.0,0.0
TDV RDI45_1,2019-07-05,3.0,1.818326211550434,106.19839999999999,1.0,0.0
TDV RDI45_2,2019-07-05,2.0,1.583516332335953,34.00800000000004,1.0,0.0
TDV RDI30_2,2019-07-05,2.0,1.6933032302625497,6.997199999999992,1.0,0.0
TDV RDI30_3,2019-07-05,5.0,1.9433032600357683,118.80320000000006,1.0,0.0
TDV Control_1,2019-07-06,-1.0,0.9794680976564609,112.96160000000009,0.0,1.0
TDV Control_2,2019-07-06,-1.0,0.854490985841021,0.0,0.0,1.0
TDV RDI45_1,2019-07-06,-1.0,0.909163105775217,30.342399999999998,0.0,1.0
TDV RDI45_2,2019-07-06,-1.0,0.7917581661679765,-20.40479999999991,0.0,1.0
TDV RDI30_2,2019-07-06,-1.0,0.8466516151312748,-39.650800000000004,0.0,1.0
TDV RDI30_3,2019-07-06,-1.0,0.9716516300178841,43.76960000000008,0.0,1.0
TDV Control_1,2019-07-07,1.0,1.4897340488282305,19.93439999999987,1.0,0.0
TDV Control_2,2019-07-07,1.0,1.4272454929205105,23.598399999999856,1.0,0.0
TDV RDI45_1,2019-07-07,1.0,1.4545815528876085,18.963999999999942,1.0,0.0
TDV RDI45_2,2019-07-07,1.0,1.3958790830839882,30.60719999999992,1.0,0.0
TDV RDI30_2,2019-07-07,-2.0,0.4233258075656374,-6.997199999999992,0.0,1.0
TDV RDI30_3,2019-07-07,1.0,1.485825815008942,15.631999999999948,1.0,0.0
TDV Control_1,2019-07-08,-1.0,0.7448670244141152,-23.256799999999885,0.0,1.0
TDV Control_2,2019-07-08,-1.0,0.7136227464602553,-26.969600000000355,0.0,1.0
TDV RDI45_1,2019-07-08,-1.0,0.7272907764438042,-7.5855999999999995,0.0,1.0
TDV RDI45_2,2019-07-08,-1.0,0.6979395415419941,-40.80959999999993,0.0,1.0
TDV RDI30_2,2019-07-08,-3.0,0.2116629037828187,-27.988799999999998,0.0,1.0
TDV RDI30_3,2019-07-08,2.0,1.7429129075044711,9.379199999999969,1.0,0.0
TDV Control_1,2019-07-09,1.0,1.3724335122070577,59.80319999999983,1.0,0.0
TDV Control_2,2019-07-09,1.0,1.3568113732301277,50.56800000000021,1.0,0.0
TDV RDI45_1,2019-07-09,1.0,1.3636453882219022,45.5136,1.0,0.0
TDV RDI45_2,2019-07-09,1.0,1.3489697707709971,51.011999999999944,1.0,0.0
TDV RDI30_2,2019-07-09,-4.0,0.10583145189140936,-41.98320000000001,0.0,1.0
TDV RDI30_3,2019-07-09,-1.0,0.8714564537522356,-43.76959999999997,0.0,1.0
TDV Control_1,2019-07-10,2.0,1.6862167561035288,39.86880000000019,1.0,0.0
TDV Control_2,2019-07-10,2.0,1.6784056866150638,16.855999999999767,1.0,0.0
TDV RDI45_1,2019-07-10,-1.0,0.6818226941109511,-250.32479999999998,0.0,1.0
TDV RDI45_2,2019-07-10,-1.0,0.6744848853854986,-139.43279999999993,0.0,1.0
TDV RDI30_2,2019-07-10,-5.0,0.05291572594570468,-170.2652,0.0,1.0
TDV RDI30_3,2019-07-10,-2.0,0.4357282268761178,-275.1232,0.0,1.0
TDV Control_1,2019-07-11,-1.0,0.8431083780517644,19.934400000000096,0.0,1.0
TDV Control_2,2019-07-11,-1.0,0.8392028433075319,-3.3711999999995896,0.0,1.0
TDV RDI45_1,2019-07-11,-2.0,0.34091134705547554,-53.099199999999996,0.0,1.0
TDV RDI45_2,2019-07-11,-2.0,0.3372424426927493,-170.04000000000008,0.0,1.0
TDV RDI30_2,2019-07-11,-6.0,0.02645786297285234,-202.91879999999998,0.0,1.0
TDV RDI30_3,2019-07-11,-3.0,0.2178641134380589,-287.6288,0.0,1.0
TDV Control_1,2019-07-12,-2.0,0.4215541890258822,0.0,0.0,1.0
TDV Control_2,2019-07-12,-2.0,0.41960142165376596,-30.340799999999945,0.0,1.0
TDV RDI45_1,2019-07-12,1.0,1.1704556735277378,-45.5136,1.0,0.0
TDV RDI45_2,2019-07-12,-3.0,0.16862122134637464,-183.6432000000001,0.0,1.0
TDV RDI30_2,2019-07-12,-7.0,0.01322893148642617,-207.5836,0.0,1.0
TDV RDI30_3,2019-07-12,1.0,1.1089320567190295,-271.9968,1.0,0.0
TDV Control_1,2019-07-13,1.0,1.210777094512941,162.7976000000001,1.0,0.0
TDV Control_2,2019-07-13,1.0,1.209800710826883,138.21919999999955,1.0,0.0
TDV RDI45_1,2019-07-13,-1.0,0.5852278367638689,-53.099199999999996,0.0,1.0
TDV RDI45_2,2019-07-13,1.0,1.0843106106731872,-78.21840000000009,1.0,0.0
TDV RDI30_2,2019-07-13,-8.0,0.006614465743213085,-212.2484,0.0,1.0
TDV RDI30_3,2019-07-13,-1.0,0.5544660283595148,-93.79200000000003,0.0,1.0
TDV Control_1,2019-07-14,2.0,1.6053885472564704,26.5791999999999,1.0,0.0
TDV Control_2,2019-07-14,2.0,1.6049003554134416,26.969600000000355,1.0,0.0
TDV RDI45_1,2019-07-14,-2.0,0.29261391838193446,-79.6488,0.0,1.0
TDV RDI45_2,2019-07-14,-1.0,0.5421553053365936,-68.01599999999996,0.0,1.0
TDV RDI30_2,2019-07-14,-9.0,0.0033072328716065424,-293.8824,0.0,2.0
TDV RDI30_3,2019-07-14,-2.0,0.2772330141797574,-106.29759999999999,0.0,1.0
TDV Control_1,2019-07-15,-1.0,0.8026942736282352,19.93439999999987,0.0,1.0
TDV Control_2,2019-07-15,-1.0,0.8024501777067208,26.969600000000355,0.0,0.0
TDV RDI45_1,2019-07-15,-3.0,0.14630695919096723,-136.5408,0.0,1.0
TDV RDI45_2,2019-07-15,-2.0,0.2710776526682968,-68.01599999999996,0.0,1.0
TDV RDI30_2,2019-07-15,-10.0,0.0016536164358032712,-349.86,0.0,2.0
TDV RDI30_3,2019-07-15,-3.0,0.1386165070898787,-187.58399999999997,0.0,1.0
TDV Control_1,2019-07-16,1.0,1.4013471368141177,36.54639999999995,1.0,0.0
TDV Control_2,2019-07-16,1.0,1.4012250888533604,23.598399999999856,1.0,0.0
TDV RDI45_1,2019-07-16,1.0,1.0731534795954836,79.64879999999994,1.0,0.0
TDV RDI45_2,2019-07-16,1.0,1.1355388263341484,23.805600000000027,1.0,0.0
TDV RDI30_2,2019-07-16,-11.0,0.0008268082179016356,-403.5052,0.0,2.0
